City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,sale,34.0389,-6.8166,14.38,58,100,6.69,MA,1711447341
293,sabang,5.8933,95.3214,29.57,69,96,4.2,ID,1711447341
294,nishinoomote,30.7333,131.0,16.31,77,75,13.38,JP,1711447342
295,lerwick,60.1545,-1.1494,5.0,64,100,6.08,GB,1711447342
296,bazarnyy karabulak,52.2683,46.4144,2.61,100,100,6.48,RU,1711447343
297,boa vista,2.8197,-60.6733,27.99,65,59,1.03,BR,1711447072
298,aquin,18.2833,-73.4,24.61,84,20,2.52,HT,1711447344
299,el granada,37.5027,-122.4694,11.94,91,100,7.2,US,1711447344
300,arno,60.1167,18.6333,-0.12,77,92,4.48,SE,1711447345
301,smara,26.7384,-11.6719,19.07,48,0,7.81,EH,1711447345
302,as samawah,31.332,45.2944,23.82,25,0,3.76,IQ,1711447346
303,cabo san lucas,22.8909,-109.9124,16.95,67,0,2.68,MX,1711447129
304,oyugis,-0.509,34.7358,29.24,43,43,4.14,KE,1711447347
305,talnakh,69.4865,88.3972,-24.31,90,98,2.74,RU,1711447348
306,thompson,55.7435,-97.8558,-20.91,54,0,1.54,CA,1711447300
307,rodnikovskaya,44.7644,40.6656,10.9,54,100,9.81,RU,1711447349
308,gaigeturi,33.4644,126.3183,9.03,71,75,2.57,KR,1711447287
309,mozarlandia,-14.7447,-50.5706,21.92,96,100,0.92,BR,1711447293
310,faya-largeau,17.9257,19.1043,30.94,8,0,8.23,TD,1711447350
311,pula,44.8683,13.8481,13.31,58,40,5.14,HR,1711447351
312,yaguachi nuevo,-2.1167,-79.6833,25.99,97,88,0.45,EC,1711447351
313,zouerate,22.7187,-12.4521,19.12,57,0,4.48,MR,1711447351
314,alofi,-19.0595,-169.9187,24.94,100,80,0.51,NU,1711447352
315,thunder bay,48.4001,-89.3168,-4.01,86,100,5.66,CA,1711447335
316,midelt,32.6852,-4.7451,7.12,70,67,10.45,MA,1711447353
317,necochea,-38.5473,-58.7368,11.07,85,33,3.93,AR,1711447174
318,mecca,21.4267,39.8261,28.33,12,0,2.11,SA,1711447338
319,happy valley-goose bay,53.3168,-60.3315,-10.83,57,20,4.12,CA,1711447354
320,kodinar,20.7903,70.7031,31.64,47,0,8.27,IN,1711447355
321,punta alta,-38.8759,-62.0736,17.86,63,96,3.64,AR,1711447355
322,nova vicosa,-17.8919,-39.3719,25.04,85,68,2.31,BR,1711447074
323,phuntsholing,26.8516,89.3884,28.15,43,82,2.34,BT,1711447356
324,punta del este,-34.9667,-54.95,17.15,81,20,1.03,UY,1711447202
325,sal rei,16.1833,-22.9167,23.11,64,75,9.77,CV,1711447357
326,gadzhiyevo,69.2551,33.3362,-8.74,70,96,2.5,RU,1711447272
327,mana,5.6592,-53.7767,25.36,81,88,2.88,GF,1711447358
328,horta,38.5333,-28.6333,16.12,70,40,11.83,PT,1711447359
329,tha khanon,9.0302,98.9529,36.69,45,87,6.22,TH,1711447359
330,boradigah,38.9339,48.7038,19.02,54,4,2.13,AZ,1711447360
331,hosur,12.7167,77.8167,35.95,15,0,6.88,IN,1711447361
332,am timan,11.0297,20.2827,37.12,20,85,6.53,TD,1711447361
333,aasiaat,68.7098,-52.8699,-12.53,97,99,1.76,GL,1711447362
334,port douglas,-16.4833,145.4667,27.14,88,100,0.92,AU,1711447362
335,brazzaville,-4.2658,15.2832,28.2,74,20,2.57,CG,1711447210
336,pushkinskiye gory,57.0209,28.9103,7.87,56,18,3.32,RU,1711447363
337,vila franca do campo,37.7167,-25.4333,15.23,74,90,7.26,PT,1711447364
338,uttar char fasson,22.2332,90.7132,28.66,62,0,6.72,BD,1711447364
339,pasil,17.3833,121.1333,23.23,73,52,0.97,PH,1711447365
340,roccella ionica,38.322,16.4009,15.33,92,100,3.91,IT,1711447365
341,hassi messaoud,31.6804,6.0729,24.92,25,0,7.72,DZ,1711447365
342,zunyi,27.6867,106.9072,15.42,79,100,5.45,CN,1711447366
343,akureyri,65.6835,-18.0878,-7.04,79,75,1.54,IS,1711447261
344,chinde,26.8418,88.0763,20.9,47,30,2.0,NP,1711447367
345,balykshi,47.0667,51.8667,9.0,93,75,5.0,KZ,1711447368
346,ust-tsilma,65.441,52.1498,-6.88,90,100,2.24,RU,1711447368
347,aswan,24.0934,32.907,24.61,27,0,3.09,EG,1711447344
348,shalqar,47.8333,59.6,17.37,50,100,11.61,KZ,1711447369
349,kupang,-10.1667,123.5833,28.32,94,75,2.57,ID,1711447370
350,arroio grande,-32.2375,-53.0869,15.03,91,23,1.41,BR,1711447370
351,hithadhoo,-0.6,73.0833,29.27,72,96,2.97,MV,1711447371
352,yel'nya,54.5786,33.1837,4.92,70,100,2.79,RU,1711447371
353,mount pleasant,32.7941,-79.8626,16.67,82,100,4.63,US,1711447244
354,gan,43.2333,-0.3833,4.59,93,75,6.17,FR,1711447372
355,natal,-5.795,-35.2094,26.12,89,40,2.57,BR,1711446904
356,fale old settlement,-9.3852,-171.2468,28.74,74,96,2.8,TK,1711447373
357,yeraliyev,43.2,51.65,9.02,72,83,8.86,KZ,1711447374
358,howard springs,-12.497,131.047,27.95,92,37,2.31,AU,1711447374
359,itamaraju,-17.0392,-39.5311,23.91,88,51,1.9,BR,1711447375
360,aroma,15.8167,36.1333,32.45,14,0,4.57,SD,1711447375
361,moissala,8.3404,17.7663,38.31,18,100,1.88,TD,1711447376
362,val-d'or,48.1002,-77.7828,1.05,51,40,8.75,CA,1711447376
363,qamdo,31.1667,97.2333,2.28,34,100,3.52,CN,1711447377
364,mossel bay,-34.1831,22.146,22.96,81,100,3.8,ZA,1711447377
365,bayanaul,50.7889,75.6956,9.79,46,6,2.94,KZ,1711447378
366,rikaze,29.25,88.8833,10.68,8,83,3.08,CN,1711447378
367,zernograd,46.8452,40.3083,11.11,57,100,5.23,RU,1711447379
368,toccoa,34.5773,-83.3324,12.88,76,100,2.57,US,1711447200
369,kudat,6.8837,116.8477,30.16,84,86,4.12,MY,1711447380
370,hemsby,52.6971,1.6918,12.43,77,100,5.39,GB,1711447381
371,cloquet,46.7216,-92.4594,-0.62,93,100,4.63,US,1711447250
372,meadow lakes,61.6247,-149.6011,3.68,85,100,0.45,US,1711447381
373,kibakwe,-6.7167,36.3667,24.86,75,100,0.82,TZ,1711447382
374,sandnessjoen,66.0217,12.6316,2.06,51,40,3.6,NO,1711447383
375,ventspils,57.3894,21.5606,5.96,87,100,2.57,LV,1711447383
376,terespol,52.0755,23.6161,7.03,81,63,2.0,PL,1711447384
377,caxias,38.7031,-9.2767,11.93,77,40,9.26,PT,1711447384
378,qaisumah,28.3112,46.1273,22.98,25,0,2.06,SA,1711447385
379,erwin,36.1451,-82.4168,12.78,86,100,3.29,US,1711447144
380,laojunmiao,39.8333,97.7333,7.14,51,100,10.93,CN,1711447385
381,maintirano,-18.0667,44.0167,30.26,64,98,3.97,MG,1711447386
382,esik,43.3552,77.4525,19.68,39,1,4.34,KZ,1711447387
383,daxi,24.8837,121.2904,18.22,86,59,5.88,TW,1711447387
384,todos santos,23.45,-110.2167,15.17,68,0,3.16,MX,1711447388
385,kharsia,21.9667,83.1167,37.56,13,2,3.88,IN,1711447307
386,nuuk,64.1835,-51.7216,2.34,48,20,7.72,GL,1711447320
387,skrunda,56.6833,22.0167,7.61,57,94,2.82,LV,1711447389
388,aral,40.5156,81.2636,20.25,14,0,3.56,CN,1711447390
389,hami,42.8,93.45,17.48,18,37,11.51,CN,1711447390
390,vrnjacka banja,43.6167,20.9,11.57,35,100,3.72,RS,1711447391
391,kirakira,-10.4544,161.9205,26.61,88,100,1.54,SB,1711447391
392,aykhal,66.0,111.5,-18.92,97,100,7.08,RU,1711447392
393,ayancik,41.9447,34.5861,12.93,68,19,12.94,TR,1711447392
394,ust-nera,64.5667,143.2,-19.96,88,72,4.4,RU,1711447393
395,vilyuysk,63.7553,121.6247,-15.0,86,100,2.68,RU,1711447393
396,bel ombre,-4.6167,55.4167,30.91,74,75,2.06,SC,1711447394
397,khorixas,-20.3667,14.9667,28.7,40,86,3.99,NA,1711447394
398,kamiiso,41.8167,140.65,3.21,38,75,2.06,JP,1711447394
399,tenno,39.9,139.9667,4.5,81,100,7.11,JP,1711447395
400,esperantinopolis,-4.8667,-44.7083,23.02,99,100,1.15,BR,1711447395
401,port antonio,18.18,-76.4612,27.95,84,58,3.29,JM,1711447396
402,hargeysa,9.56,44.065,29.14,30,40,2.5,SO,1711447396
403,puerto san jose,13.9256,-90.8244,25.08,85,44,3.85,GT,1711447397
404,timbuktu,16.7735,-3.0074,32.72,21,100,4.31,ML,1711447397
405,arraial do cabo,-22.9661,-42.0278,23.92,88,75,5.14,BR,1711447150
406,tabou,4.423,-7.3528,29.66,71,86,1.41,CI,1711447398
407,newman,37.3138,-121.0208,9.6,88,91,0.45,US,1711447399
408,amahai,-3.3333,128.9167,27.45,84,58,1.28,ID,1711447399
409,ugoofaaru,5.6667,73.0,29.14,70,8,5.94,MV,1711447400
410,coron,11.9986,120.2043,27.58,85,29,1.91,PH,1711447400
411,egilsstadir,65.2653,-14.3948,-8.05,100,75,1.03,IS,1711447400
412,dudinka,69.4058,86.1778,-26.29,88,98,3.13,RU,1711447401
413,lagawe,16.8,121.1192,25.06,84,70,0.33,PH,1711447401
414,al hazm,16.1641,44.7769,27.1,42,99,3.23,YE,1711447402
415,dalby,-27.1833,151.2667,19.61,92,100,5.24,AU,1711447402
416,cambria,35.5641,-121.0808,7.84,95,40,1.34,US,1711447403
417,devgarh,25.5333,73.9,35.32,16,87,4.74,IN,1711447403
418,presidente epitacio,-21.7633,-52.1156,23.42,83,100,1.81,BR,1711447404
419,gilgit,35.9221,74.3087,13.89,45,100,0.77,PK,1711447387
420,dong ha,16.8163,107.1003,26.28,78,81,3.53,VN,1711447405
421,labytnangi,66.6572,66.4183,-12.44,90,100,2.59,RU,1711447405
422,rio grande,-32.035,-52.0986,19.49,69,65,2.08,BR,1711447277
423,nizhneudinsk,54.9076,99.0276,-2.0,67,91,7.06,RU,1711447406
424,gizo,-8.103,156.8419,29.18,74,94,1.49,SB,1711447406
425,tobelo,1.7284,128.0095,27.27,85,89,4.5,ID,1711447407
426,parkersburg,39.2667,-81.5615,12.98,42,100,1.34,US,1711447195
427,nova xavantina,-14.6667,-52.35,21.51,99,100,1.1,BR,1711447242
428,lihue,21.9789,-159.3672,22.42,83,51,5.59,US,1711447275
429,vytegra,61.0064,36.4481,1.31,85,97,1.34,RU,1711447410
430,san miguel de salinas,37.9797,-0.789,17.46,54,100,2.68,ES,1711447410
431,talara,-4.5772,-81.2719,23.05,82,61,4.37,PE,1711447411
432,shenjiamen,29.9576,122.298,9.71,87,47,3.83,CN,1711447411
433,oroqen zizhiqi,50.5667,123.7167,-0.72,87,19,1.65,CN,1711447412
434,baiti,13.745,-14.7482,31.3,15,81,5.21,SN,1711447412
435,xunchang,28.4543,104.715,22.33,46,83,3.38,CN,1711447413
436,issoire,45.55,3.25,11.59,80,100,4.51,FR,1711447413
437,ulsteinvik,62.3432,5.8487,5.04,60,1,1.79,NO,1711447414
438,sugar grove,41.7614,-88.4437,11.18,90,100,8.75,US,1711447414
439,diboll,31.1871,-94.781,10.66,85,9,3.37,US,1711447415
440,ciudad lazaro cardenas,17.9583,-102.2,18.34,80,85,1.45,MX,1711447291
441,kruisfontein,-34.0033,24.7314,22.16,63,92,3.27,ZA,1711447415
442,broome,42.2506,-75.833,2.43,75,59,0.89,US,1711447339
443,mockrehna,51.5076,12.8142,11.86,59,100,6.19,DE,1711447416
444,tobruk,32.0836,23.9764,22.4,32,82,7.11,LY,1711447417
445,laguna,38.421,-121.4238,10.9,86,0,4.12,US,1711447385
446,ar rass,25.8694,43.4973,21.93,24,0,1.02,SA,1711447418
447,khlung,12.4547,102.2214,32.18,69,27,3.42,TH,1711447419
448,conception bay south,47.4999,-52.9981,-4.08,83,100,1.4,CA,1711447270
449,baise city,23.8997,106.6133,30.19,99,96,5.54,CN,1711447419
450,richards bay,-28.783,32.0377,28.29,55,27,5.72,ZA,1711447420
451,kotel'nich,58.3089,48.348,2.57,89,40,2.32,RU,1711447420
452,chazuta,-6.5742,-76.1367,22.95,98,89,1.05,PE,1711447421
453,piacabucu,-10.4056,-36.4344,28.35,76,55,3.65,BR,1711447421
454,esquina,-30.0144,-59.5272,17.49,86,0,2.2,AR,1711447266
455,wynyard,-41.0,145.7167,14.45,76,25,4.37,AU,1711447422
456,pakala,13.4667,79.1167,35.23,18,2,5.8,IN,1711447423
457,faranah,10.0404,-10.7434,33.29,30,33,1.71,GN,1711447423
458,vadso,70.0744,29.7487,-5.91,58,20,2.57,NO,1711447424
459,mokhsogollokh,61.4681,128.9203,-8.76,88,100,4.06,RU,1711447424
460,crane,31.3974,-102.3501,9.96,42,1,6.45,US,1711447221
461,mandalgovi,45.7625,106.2708,7.41,21,57,6.83,MN,1711447425
462,izobil'nyy,45.3709,41.7084,9.58,63,100,8.17,RU,1711447425
463,weining,26.85,104.2333,22.59,19,89,9.0,CN,1711447227
464,linda,39.1277,-121.5508,11.29,83,0,5.14,US,1711447426
465,cockburn town,21.4612,-71.1419,24.25,63,91,5.05,TC,1711447427
466,dalai,45.5,124.3,8.76,23,100,2.78,CN,1711447428
467,don luan,11.5333,106.9167,37.75,23,40,4.08,VN,1711447428
468,manchar,19.0,73.9333,36.63,14,0,2.54,IN,1711447428
469,phan rang-thap cham,11.5667,108.9833,29.31,64,8,6.52,VN,1711447429
470,yung shue wan,22.2333,114.1167,28.75,71,32,3.17,HK,1711447430
471,ternate,0.8,127.4,28.58,78,77,1.61,ID,1711447430
472,tanumah,27.1,44.1333,20.92,27,0,2.15,SA,1711447431
473,yei,4.095,30.6779,35.97,30,100,1.53,SS,1711447431
474,kalabo,-14.97,22.6814,32.0,31,64,4.4,ZM,1711447431
475,klyuchi,52.2667,79.1667,2.04,87,75,2.8,RU,1711447432
476,devils lake,48.1128,-98.8651,-12.01,80,0,7.2,US,1711447226
477,pskov,57.8136,28.3496,7.95,71,0,4.0,RU,1711447196
478,kitimat,54.0524,-128.6534,6.21,64,100,1.34,CA,1711447433
479,katsuura,35.1333,140.3,11.01,88,100,11.72,JP,1711447434
480,nazarabad,35.9521,50.6075,12.45,25,4,7.62,IR,1711447434
481,manggar,-2.8833,108.2667,27.91,78,100,1.52,ID,1711447435
482,strathalbyn,-35.2667,138.9,17.62,89,6,3.24,AU,1711447435
483,vila velha,-20.3297,-40.2925,24.41,95,20,1.03,BR,1711447142
484,soio,-6.1349,12.3689,31.21,64,66,0.9,AO,1711447436
485,tha bo,17.85,102.5814,30.94,74,75,2.06,TH,1711447436
486,fort irwin,35.2627,-116.6848,10.9,50,0,1.54,US,1711447437
487,antofagasta,-23.65,-70.4,19.6,88,20,0.57,CL,1711446862
488,port blair,11.6667,92.75,30.4,56,1,3.0,IN,1711447438
489,jaicos,-7.3592,-41.1378,23.61,80,87,1.4,BR,1711447141
490,al jawf,29.5,38.75,21.45,17,0,4.88,SA,1711447439
491,rio gallegos,-51.6226,-69.2181,12.03,76,0,3.6,AR,1711447306
492,chonchi,-42.6128,-73.8092,13.56,97,100,1.4,CL,1711447307
493,lake monticello,37.9232,-78.3347,2.85,88,81,0.98,US,1711447440
494,broken hill,-31.95,141.4333,22.7,27,4,4.8,AU,1711447440
495,vieste,41.8825,16.175,13.68,83,100,11.54,IT,1711447441
496,shumen,43.2706,26.9229,12.15,43,13,3.18,BG,1711447248
497,hanting,36.7708,119.2108,14.74,38,36,3.86,CN,1711447442
498,kristiansund,63.1115,7.732,2.36,55,0,2.57,NO,1711447442
499,lycksele,64.5954,18.6735,-3.09,58,75,0.0,SE,1711447442
500,villa gesell,-37.2639,-56.973,15.03,84,43,2.07,AR,1711447443
501,dryden,49.7833,-92.7503,-11.84,79,100,7.72,CA,1711447333
502,xinyuan,37.3,99.0,3.26,25,44,9.95,CN,1711447444
503,adrar,20.5022,-10.0711,22.97,27,0,5.33,MR,1711447444
504,ibimirim,-8.5406,-37.6903,24.75,74,87,1.07,BR,1711447433
505,nhamunda,-2.1861,-56.7131,22.96,99,99,0.77,BR,1711447445
506,al ghayzah,16.2079,52.176,30.67,56,12,5.55,YE,1711447446
507,qusmuryn,52.4503,64.6311,2.97,100,100,3.95,KZ,1711447446
508,almeirim,-1.5233,-52.5817,23.51,97,99,0.6,BR,1711447212
509,namibe,-15.1961,12.1522,28.23,65,48,2.94,AO,1711447447
510,albertina,-22.2008,-46.6158,18.04,94,100,0.92,BR,1711447447
511,benguela,-12.5763,13.4055,30.21,68,54,2.73,AO,1711447448
512,taunggyi,20.7833,97.0333,29.07,14,92,5.65,MM,1711447448
513,mezhdurechenskiy,59.6,65.9333,4.05,90,100,4.33,RU,1711447449
514,swiebodzin,52.2475,15.5336,10.83,57,76,6.42,PL,1711447449
515,tianpeng,30.9866,103.9393,19.26,78,100,2.12,CN,1711447450
516,nichinan,31.6,131.3667,17.82,72,22,2.7,JP,1711447450
517,angaur state,6.906,134.13,28.17,84,100,6.49,PW,1711447451
518,tayu,-6.5397,111.0518,28.54,75,98,3.35,ID,1711447452
519,freetown,8.484,-13.2299,29.08,58,76,2.18,SL,1711447214
520,mahanoro,-19.9,48.8,26.36,64,100,5.15,MG,1711447453
521,eenhana,-17.4667,16.3333,31.64,34,9,2.09,NA,1711447453
522,keren,15.7778,38.4581,28.2,21,1,3.04,ER,1711447453
523,amga,60.8953,131.9608,-2.78,97,100,2.26,RU,1711447454
524,matthew town,20.95,-73.6667,23.85,68,100,5.06,BS,1711447454
525,shanhecun,44.7,127.2,3.77,55,32,2.79,CN,1711447455
526,tual,-5.6667,132.75,29.26,72,67,3.34,ID,1711447455
527,gebeit,21.0667,36.3167,25.92,17,0,4.18,SD,1711447456
528,czerwonak,52.4646,16.9817,12.16,55,20,7.2,PL,1711447456
529,antsiranana,-12.2787,49.2917,24.3,94,100,3.61,MG,1711447457
530,kaset sombun,16.2805,101.9542,34.53,40,100,1.74,TH,1711447457
531,gao,16.6362,1.637,35.48,5,100,5.63,ML,1711447339
532,afua,-0.1567,-50.3867,24.29,95,95,1.16,BR,1711447269
533,tucuma,-0.1833,-50.05,24.65,94,94,1.33,BR,1711447285
534,la passe,45.5549,-0.8967,8.32,85,100,4.76,FR,1711447459
535,formiga,-20.4644,-45.4264,18.95,96,100,1.33,BR,1711447421
536,san patricio,28.017,-97.5169,18.91,66,8,4.19,US,1711447460
537,stranraer,54.9023,-5.0273,5.02,92,100,4.98,GB,1711447460
538,mitchell,43.7094,-98.0298,-6.01,79,100,11.32,US,1711447330
539,bodo,67.28,14.405,-0.31,87,75,4.12,NO,1711447461
540,esquel,-42.9,-71.3167,14.28,95,100,1.91,AR,1711447409
541,monrovia,6.3005,-10.7969,28.87,68,94,2.0,LR,1711447213
542,igarka,67.4667,86.5833,-20.15,78,21,1.66,RU,1711447463
543,merizo village,13.2658,144.6691,27.31,92,16,6.46,GU,1711447463
544,sisimiut,66.9395,-53.6735,-9.05,90,99,1.91,GL,1711447464
545,kigoma,-4.8769,29.6267,25.44,77,99,2.48,TZ,1711447464
546,kimberley,-28.7323,24.7623,27.83,42,0,4.63,ZA,1711447173
547,mangochi,-14.4782,35.2645,29.06,55,99,3.86,MW,1711447465
548,changli,39.7042,119.1506,11.2,55,100,4.1,CN,1711447466
549,mazabuka,-15.856,27.748,30.36,38,8,5.08,ZM,1711447466
550,usinsk,65.9939,57.5281,-9.4,87,100,4.02,RU,1711447467
551,nova olinda do norte,-3.8881,-59.0942,22.64,99,96,0.33,BR,1711447467
552,kone,-21.0595,164.8658,23.38,85,92,1.86,NC,1711447468
553,severo-yeniseyskiy,60.3725,93.0408,-13.7,85,100,5.71,RU,1711447468
554,paranaiba,-19.6772,-51.1908,20.98,99,100,2.6,BR,1711447468
555,khash,28.2211,61.2158,22.16,39,93,11.15,IR,1711447469
556,ruidoso,33.3317,-105.673,0.69,74,75,6.17,US,1711447469
557,xiangtan,27.85,112.9,22.18,68,100,1.15,CN,1711447219
558,la foa,-21.7108,165.8276,24.34,86,87,1.42,NC,1711447221
559,heyuan,23.7333,114.6833,27.14,58,3,0.64,CN,1711447234
560,calp,38.6447,0.0445,16.98,47,100,1.27,ES,1711447471
561,forquilhinha,-28.7475,-49.4722,16.17,97,13,1.18,BR,1711447472
562,hakkari,37.5833,44.1667,-0.12,100,75,7.2,TR,1711447472
563,acarau,-2.8856,-40.12,24.74,90,100,1.04,BR,1711447472
564,berezovyy,51.6667,135.7,-4.56,89,1,1.18,RU,1711447473
565,balkanabat,39.5108,54.3671,17.9,37,10,3.5,TM,1711447282
566,prado,-17.3411,-39.2208,24.13,92,89,3.56,BR,1711447300
567,attapeu,14.8,106.8333,36.03,32,43,0.63,LA,1711447474
568,richland,40.7834,-82.5499,7.34,84,100,10.29,US,1711447475
569,trairi,-3.2778,-39.2689,24.81,92,100,1.52,BR,1711447430
570,bikenibeu village,1.3673,173.1241,26.98,94,75,3.09,KI,1711447476
571,murrells inlet,33.551,-79.0414,12.79,87,20,2.06,US,1711447417
572,acolla,-11.7319,-75.5463,9.97,87,100,0.93,PE,1711447477
573,buka,40.8108,69.1986,25.14,27,100,5.26,UZ,1711447478
574,awjilah,29.1081,21.2869,26.23,15,100,9.12,LY,1711447251
575,si satchanalai,17.5169,99.7598,37.73,20,18,3.27,TH,1711447479
576,kununurra,-15.7667,128.7333,30.99,70,100,1.54,AU,1711447248
577,an nuhud,12.7,28.4333,34.23,8,56,7.11,SD,1711447480
578,murmashi,68.8154,32.8115,-6.77,53,0,2.0,RU,1711447480
579,kurchatov,51.6601,35.6521,9.23,58,94,2.08,RU,1711447481
580,ar ruways,24.1103,52.7306,22.57,54,99,7.35,AE,1711447481
581,calamba,14.2117,121.1653,31.97,77,77,4.27,PH,1711447482
582,kuta,-8.7233,115.1723,30.0,74,20,5.81,ID,1711447482
583,marsa alam,25.0757,34.8918,23.05,42,0,5.72,EG,1711447482
584,tromso,69.6496,18.957,-2.99,59,0,5.66,NO,1711447483
585,amlapura,-8.45,115.6167,27.06,76,96,4.15,ID,1711447484
586,ta'izz,13.5,44.0,20.31,72,100,1.47,YE,1711447202
587,constitucion,-35.3333,-72.4167,15.63,76,92,2.35,CL,1711447306
